Measured_PPV_mm_per_s,Distance_from_Dam_m,Charge_Factor,Total_Explosive_Quantity_kg,SDI,BVII,RDI,Slope_deg,Burden_m,Spacing_m,Severity_Ratio,Rec_Target_PPV_mm_per_s,Rec_Distance_from_Dam_m,Rec_Charge_Factor,Rec_Burden_m,Rec_Spacing_m
18.8,2393,0.8,1653,288.6,0.835,0.89,17,2.9,5.64,3.76,2.88,5550.0,0.24,4.18,8.11
12.46,2542,2.2,1116,468.1,0.794,0.921,32,2.48,5.9,2.493,3.45,4514.0,0.89,3.16,7.41
12.72,1610,2.48,1038,433.3,0.839,0.784,14,2.14,4.84,2.543,2.66,2926.9,0.91,2.73,6.07
7.76,575,1.95,1370,491.3,0.613,0.669,21,2.59,5.9,1.552,3.9,749.9,1.28,2.69,6.4
16.08,1076,2.07,600,263.9,0.892,0.797,40,3.75,5.41,3.216,2.36,2356.3,0.51,5.17,7.19
6.18,1307,2.49,1912,394.0,0.427,0.824,26,4.36,3.45,1.236,4.79,1559.3,2.0,4.46,3.59
8.5,1143,1.71,1440,420.2,0.853,0.936,36,2.51,4.0,1.701,4.07,1731.7,1.01,2.7,4.4
10.23,2060,1.12,840,324.0,0.56,0.974,31,2.33,3.33,2.046,3.9,3287.8,0.46,2.59,3.86
11.63,657,2.18,1543,169.4,0.686,0.709,44,4.25,2.51,2.326,3.01,1088.3,0.91,4.91,2.9
7.12,1117,1.73,537,235.0,0.894,0.879,18,2.92,3.16,1.424,4.15,1377.4,1.23,3.06,3.52
4.95,1705,1.66,1159,429.0,0.563,0.979,27,4.85,2.51,1.01,4.66,1863.5,1.61,4.95,2.62
13.38,982,1.01,2533,149.3,0.511,0.491,27,4.14,5.02,2.676,2.93,1911.9,0.3,5.34,6.35
7.91,2294,2.01,2060,461.9,0.809,0.411,9,2.98,3.99,1.581,4.0,3014.7,1.25,3.44,4.52
12.88,765,0.66,2156,114.9,0.72,0.921,19,2.87,3.59,2.576,2.67,1472.8,0.2,3.67,4.36
5.62,2767,2.35,1549,374.8,0.709,0.517,24,3.57,5.17,1.125,4.9,3010.5,2.11,3.67,5.27
11.18,1871,1.15,953,315.3,0.554,0.425,20,2.24,5.41,2.236,3.39,3105.1,0.47,2.74,6.55
12.05,2967,0.76,2204,374.8,0.421,0.496,13,2.35,5.91,2.411,3.55,5123.2,0.31,2.99,7.36
3.88,963,1.38,1846,218.7,0.646,0.63,21,2.53,4.75,1.01,4.75,1087.0,1.33,2.63,4.85
8.72,681,0.58,1318,466.3,0.464,0.532,25,4.32,4.12,1.744,4.19,927.0,0.25,4.92,4.4
5.29,794,1.87,1272,316.2,0.944,0.583,43,3.54,3.57,1.057,4.9,844.0,1.69,3.64,3.71
4.08,1351,2.31,512,144.1,0.425,0.985,10,2.03,3.28,1.01,4.9,1401.0,2.2,2.13,3.38
19.83,1710,2.17,1420,319.2,0.659,0.823,6,4.02,3.25,3.966,2.79,4027.5,0.5,5.82,4.7
8.48,1339,0.75,1324,143.4,0.431,0.827,16,3.27,3.93,1.696,4.15,1914.5,0.49,3.68,4.25
16.77,2554,0.75,2918,146.8,0.457,0.457,17,3.53,5.97,3.354,2.8,5393.1,0.2,4.87,8.25
7.33,498,2.13,1814,199.8,0.795,0.839,6,2.64,2.5,1.466,3.82,642.6,1.31,2.77,2.66
14.59,2046,2.35,2879,426.2,0.788,0.844,19,3.66,3.19,2.917,3.1,4131.6,0.71,4.74,4.27
15.92,814,1.42,2808,250.1,0.42,0.796,37,4.94,3.16,3.185,3.01,1691.1,0.45,6.72,4.11
13.13,803,1.5,2517,339.5,0.401,0.537,10,2.22,5.01,2.625,3.57,1490.0,0.45,2.95,6.19
11.02,2908,1.14,1728,196.0,0.447,0.654,43,2.85,3.73,2.203,3.41,4809.2,0.43,3.26,4.59
10.0,2646,2.29,1196,131.8,0.858,0.908,15,2.73,4.1,2.0,3.31,4143.4,1.01,3.02,4.6
8.93,1814,1.79,1449,477.3,0.751,0.802,26,2.75,3.02,1.786,3.92,2718.4,0.93,3.14,3.41
18.8,2072,1.08,2934,301.8,0.423,0.84,10,3.14,3.92,3.76,3.06,4729.5,0.2,4.4,5.49
17.12,181,1.1,1938,467.0,0.693,0.752,15,4.45,2.86,3.424,2.38,515.0,0.25,5.88,4.01
19.41,703,2.28,568,101.7,0.827,0.67,22,4.74,4.37,3.881,2.36,1742.3,0.56,6.73,6.1
5.11,2070,0.53,2281,73.4,0.921,0.855,11,2.61,2.84,1.023,4.9,2193.7,0.48,2.74,2.94
15.42,1810,1.15,2747,427.9,0.96,0.441,39,3.63,5.27,3.085,2.52,3627.2,0.25,4.88,6.99
18.95,2146,1.61,2763,340.5,0.596,0.804,2,3.91,4.48,3.79,2.09,4889.5,0.4,5.55,6.32
6.08,2919,0.8,2469,93.3,0.481,0.998,1,3.57,5.03,1.216,4.37,3367.6,0.64,3.67,5.13
4.13,1002,0.68,711,134.7,0.542,0.868,37,3.3,3.96,1.01,4.9,1130.9,0.63,3.4,4.06
15.6,464,2.13,1007,400.3,0.866,0.574,23,2.58,3.84,3.12,2.37,1011.7,0.57,3.28,5.06
12.77,262,2.29,2563,226.9,0.983,0.567,28,3.46,2.84,2.553,3.06,463.3,0.86,4.28,3.31
17.31,2658,2.15,2021,335.3,0.68,0.8,45,3.2,4.33,3.462,2.95,5744.4,0.59,4.19,5.98
5.38,1963,2.3,831,159.2,0.583,0.938,33,4.39,4.3,1.075,4.9,2144.0,2.07,4.49,4.52
16.52,215,1.61,1050,190.6,0.658,0.747,19,4.29,4.14,3.304,3.24,548.1,0.51,5.71,5.41
6.43,2484,2.12,2124,495.4,0.583,0.716,17,2.4,5.09,1.286,4.33,2890.7,1.61,2.57,5.35
5.78,980,1.27,1441,123.8,0.554,0.496,13,2.27,5.41,1.156,4.9,1030.0,1.12,2.37,5.63
5.79,2884,1.83,2803,253.2,0.756,0.829,17,4.72,5.13,1.159,4.18,3193.4,1.49,4.82,5.23
16.85,939,2.48,1227,422.2,0.409,0.821,1,3.61,3.0,3.37,2.97,2072.9,0.6,4.69,3.88
14.31,2294,0.95,1379,119.6,0.556,0.98,0,4.57,4.68,2.862,3.1,4516.9,0.32,5.75,5.97
11.89,1446,1.28,1148,207.6,0.797,0.58,19,2.17,2.78,2.378,2.99,2597.1,0.46,2.68,3.47
9.1,2590,1.46,1499,307.5,0.419,0.854,33,3.58,4.93,1.82,3.71,3837.8,0.76,3.85,5.4
17.91,2984,0.78,2021,240.6,0.45,0.66,40,3.62,3.84,3.582,2.27,6596.8,0.2,4.86,5.46
9.67,1136,0.66,2112,229.8,0.576,0.735,40,4.58,2.96,1.934,3.97,1802.3,0.35,5.28,3.44
16.88,1042,2.16,1509,181.3,0.927,0.89,10,2.29,5.52,3.376,2.58,2376.1,0.56,3.21,7.42
10.47,1824,2.45,2050,293.3,0.859,0.533,26,2.72,4.65,2.093,3.58,3025.2,0.99,3.1,5.42
9.41,2434,1.31,1303,312.2,0.413,0.606,22,3.22,3.74,1.882,3.3,3737.6,0.68,3.64,4.42
10.87,2867,0.68,713,326.6,0.701,0.864,37,4.6,2.61,2.173,3.1,4667.4,0.27,5.58,2.95
8.12,1237,0.63,668,35.2,0.565,0.742,43,4.82,4.38,1.625,4.41,1775.5,0.34,5.45,4.79
15.71,2627,2.28,1477,315.5,0.789,0.455,2,4.98,5.73,3.142,3.07,5493.0,0.57,6.5,7.62
11.55,121,1.43,1828,476.6,0.833,0.658,11,4.88,4.59,2.309,3.75,289.8,0.51,5.96,5.34
6.95,1849,1.14,645,270.5,0.918,0.752,29,2.02,5.9,1.39,4.04,2271.2,0.74,2.17,6.06
18.29,782,1.45,2298,357.6,0.685,0.946,30,2.14,2.98,3.659,2.28,1899.8,0.44,3.19,3.97
9.53,1933,1.14,1015,278.4,0.997,0.513,22,2.44,4.49,1.905,3.63,2932.2,0.55,2.77,5.03
12.24,2467,1.48,952,427.4,0.988,0.884,0,3.05,5.29,2.448,3.19,4293.0,0.46,3.82,6.27
18.41,225,2.22,559,464.8,0.929,0.478,40,4.49,4.34,3.682,2.28,480.1,0.46,6.4,6.21
13.61,376,1.68,1027,92.1,0.745,0.545,19,4.68,2.82,2.722,3.26,782.6,0.48,5.89,3.75
4.99,2099,1.89,1523,218.4,0.639,0.546,5,2.56,4.54,1.01,4.84,2149.6,1.84,2.68,4.64
18.98,1327,1.23,2064,196.2,0.619,0.926,10,3.86,4.64,3.795,2.25,3023.2,0.22,5.38,6.56
13.67,2341,1.98,1602,202.6,0.407,0.519,34,4.75,5.05,2.734,2.86,4487.6,0.65,5.84,6.17
8.69,795,1.83,932,62.8,0.55,0.872,3,3.39,5.16,1.739,3.86,1233.2,0.97,3.74,5.59
5.37,1409,0.74,1676,406.8,0.831,0.677,28,2.31,5.2,1.074,4.9,1568.0,0.69,2.51,5.3
16.5,156,1.65,900,17.9,0.762,0.999,9,3.37,4.82,3.3,2.73,319.4,0.41,4.54,6.44
13.54,118,1.01,2604,264.1,0.95,0.903,28,3.13,3.26,2.708,3.06,307.9,0.33,3.98,4.27
12.07,2411,2.11,2733,330.9,0.43,0.844,37,3.73,3.91,2.414,2.86,4134.1,0.84,4.57,4.7
18.2,2941,1.35,2945,103.7,0.493,0.922,0,3.32,5.22,3.639,3.04,6604.7,0.31,4.48,7.28
16.41,212,2.49,1104,452.9,0.874,0.78,39,2.05,5.84,3.281,3.19,475.3,0.73,2.71,7.73
5.58,641,0.69,2705,419.3,0.615,0.906,7,4.98,2.78,1.116,4.9,803.4,0.64,5.15,2.88
8.3,2794,2.06,2310,235.5,0.471,0.557,37,3.63,4.37,1.66,3.4,3863.1,1.16,4.18,4.97
7.22,678,1.85,1963,205.6,0.998,0.459,16,3.42,3.59,1.445,4.2,805.6,1.23,3.52,3.69
15.65,1188,2.03,2993,118.3,0.872,0.77,18,4.86,3.29,3.129,2.96,2444.2,0.67,6.38,4.53
3.57,124,1.12,2273,365.0,0.645,0.661,32,2.47,4.27,1.01,4.9,174.6,1.07,2.57,4.37
12.69,1672,1.48,2053,65.9,0.894,0.656,14,2.57,4.62,2.538,3.63,3132.1,0.61,3.06,5.73
15.96,2148,2.09,1596,340.1,0.808,0.716,44,4.42,2.53,3.192,3.16,4575.4,0.52,5.83,3.57
17.91,1672,0.97,1428,421.2,0.874,0.617,30,2.78,5.23,3.581,2.21,3697.2,0.23,3.88,7.11
8.82,240,0.95,2451,114.2,0.889,0.776,20,4.4,5.37,1.763,4.22,329.1,0.59,4.79,5.95
16.96,1867,1.6,2473,433.2,0.451,0.418,2,2.81,5.88,3.392,2.83,3988.6,0.38,3.72,8.1
4.88,747,1.55,2564,16.7,0.774,0.982,1,2.1,3.13,1.01,4.9,859.4,1.5,2.21,3.23
17.39,2335,1.06,2054,456.4,0.404,0.955,34,3.55,4.58,3.478,2.59,5040.0,0.2,5.06,6.36
5.17,300,1.1,825,59.2,0.426,0.961,40,2.59,3.99,1.033,4.74,350.0,1.05,2.69,4.09
9.75,356,1.06,1494,322.9,0.942,0.619,15,4.27,3.67,1.951,3.54,598.1,0.5,4.96,4.09
16.55,646,2.04,1112,125.0,0.717,0.719,44,3.92,4.48,3.311,2.39,1364.7,0.46,5.19,5.9
5.55,2341,1.8,1095,418.3,0.842,0.972,20,4.77,5.24,1.11,4.6,2466.9,1.68,5.02,5.49
6.9,2850,2.16,1420,256.2,0.903,0.941,11,4.35,2.58,1.379,4.61,3506.6,1.47,4.67,2.68
15.28,901,2.45,1341,67.6,0.97,0.874,27,2.54,5.89,3.056,2.4,1815.8,0.62,3.45,7.53
15.24,1041,1.45,1725,285.5,0.922,0.644,11,4.4,5.33,3.048,2.51,2141.4,0.35,5.57,7.01
13.9,513,0.63,843,203.9,0.69,0.739,32,3.93,5.13,2.78,2.62,1117.8,0.24,5.01,6.44
14.8,2114,0.6,2376,330.7,0.602,0.876,19,4.01,5.16,2.959,2.81,4139.8,0.28,5.2,6.64
12.23,1481,1.09,1358,441.0,0.493,0.564,39,4.5,3.86,2.445,3.69,2614.3,0.33,5.39,4.55
7.28,1198,2.37,1923,204.7,0.64,0.776,20,3.72,5.13,1.456,3.82,1651.5,1.56,3.88,5.58
8.88,1009,1.55,944,144.9,0.62,0.897,38,3.4,3.85,1.775,3.4,1569.8,0.76,3.83,4.34
6.09,287,1.04,2288,7.3,0.736,0.824,40,3.91,5.65,1.217,4.9,353.4,0.89,4.12,5.78
18.44,2115,1.3,721,287.4,0.799,0.688,41,2.89,3.12,3.689,2.99,4871.8,0.23,3.87,4.25
12.92,1413,1.7,1091,201.1,0.987,0.751,35,2.55,3.52,2.584,2.64,2524.8,0.55,3.18,4.4
9.81,2192,1.81,1530,187.3,0.837,0.993,21,3.85,4.43,1.963,3.82,3433.7,0.8,4.27,5.18
10.85,2230,0.81,1795,91.5,0.786,0.761,25,2.7,3.62,2.171,3.55,3764.5,0.35,3.03,4.18
19.1,1246,2.45,1517,215.0,0.601,0.871,6,2.24,3.98,3.821,2.83,2937.3,0.64,3.24,5.48
5.61,457,1.59,2563,492.2,0.421,0.836,6,2.0,4.22,1.121,4.72,540.6,1.4,2.1,4.32
12.97,1651,0.77,1947,148.9,0.573,0.821,7,3.82,5.5,2.593,3.6,2982.4,0.2,4.72,6.88
11.6,1189,2.29,2545,299.9,0.861,0.83,25,3.09,4.33,2.32,2.83,2088.7,0.92,3.64,5.38
13.39,1780,0.65,1023,388.2,0.523,0.673,23,4.26,3.77,2.679,2.79,3363.4,0.28,5.39,4.52
3.31,2522,2.32,2568,374.6,0.827,0.684,23,3.13,3.37,1.01,4.87,2618.1,2.22,3.23,3.47
17.83,261,2.49,2775,164.4,0.748,0.681,39,3.46,3.93,3.565,2.6,532.9,0.53,4.97,5.27
18.85,2469,1.9,2308,305.4,0.503,0.42,11,3.22,4.31,3.769,3.0,5717.9,0.38,4.5,6.02
12.61,549,2.04,1811,435.6,0.557,0.545,7,3.95,5.11,2.521,3.21,1047.6,0.79,4.95,6.24
14.84,1597,1.17,1806,7.7,0.698,0.493,8,3.07,2.92,2.969,2.45,3144.0,0.37,3.88,3.96
18.68,1136,2.38,2951,217.9,0.651,0.932,2,4.89,3.28,3.736,2.49,2580.9,0.57,6.9,4.45
15.02,2331,1.56,1589,112.1,0.867,0.565,20,4.81,3.83,3.005,2.8,4641.4,0.41,6.28,5.09
5.59,2258,1.96,2172,194.3,0.841,0.483,30,4.54,3.76,1.119,4.9,2514.2,1.7,4.64,3.86
12.8,2050,2.35,936,208.0,0.745,0.472,23,4.76,3.87,2.559,3.22,3759.7,0.93,5.86,4.9
13.31,2655,2.45,1328,373.3,0.893,0.82,3,3.35,5.28,2.663,3.2,5015.9,0.78,4.09,6.6
10.21,1413,2.17,758,46.9,0.738,0.404,19,3.61,3.63,2.042,3.71,2216.8,1.07,3.98,4.02
15.52,2442,1.11,2503,256.3,0.979,0.683,15,4.23,4.26,3.104,3.11,5089.1,0.33,5.45,5.78
18.88,1338,2.43,2489,282.1,0.53,0.471,9,4.09,4.68,3.777,2.71,3168.9,0.49,5.87,6.47
18.73,1073,1.76,602,247.1,0.828,0.91,42,4.67,3.31,3.747,2.32,2478.9,0.4,6.71,4.72
10.66,731,2.36,1492,365.9,0.622,0.975,25,4.15,5.02,2.133,3.8,1142.6,1.12,4.77,6.02
4.93,1690,1.85,1268,191.9,0.567,0.975,28,4.99,4.41,1.01,4.9,1740.0,1.8,5.09,4.51
19.74,1150,1.11,1624,472.5,0.508,0.665,4,3.05,4.06,3.948,2.76,2854.4,0.32,4.21,5.88
17.26,2880,1.24,1721,240.9,0.732,0.787,10,4.5,5.33,3.452,3.19,6259.6,0.27,6.05,7.43
5.12,1688,1.6,2773,285.6,0.529,0.76,28,4.09,3.35,1.024,4.9,1738.0,1.55,4.22,3.56
18.65,2468,2.08,736,412.8,0.52,0.61,44,4.07,5.59,3.731,2.92,5607.8,0.56,5.79,7.97
17.79,1793,1.14,1644,137.6,0.994,0.666,14,2.98,4.46,3.558,3.1,4074.7,0.37,4.0,6.09
11.82,536,1.66,1266,37.6,0.881,0.439,5,4.36,4.63,2.364,2.9,922.8,0.64,5.15,5.66
13.05,2928,1.19,1490,353.9,0.849,0.877,14,4.7,5.56,2.61,3.09,5349.5,0.44,5.96,6.99
9.78,1656,2.13,2259,241.5,0.876,0.544,42,2.66,5.36,1.957,3.66,2552.0,0.92,2.92,6.21
3.93,1176,1.43,2820,448.3,0.981,0.676,19,3.88,4.61,1.01,4.8,1226.0,1.37,3.98,4.75
8.7,1404,0.65,2779,491.3,0.744,0.688,33,3.18,5.14,1.74,4.13,2016.8,0.31,3.59,5.54
16.65,2873,0.83,995,199.6,0.532,0.736,1,4.97,4.02,3.33,3.0,6143.9,0.2,6.73,5.26
3.08,2178,0.62,1547,207.7,0.917,0.891,43,3.44,4.42,1.01,4.9,2304.5,0.57,3.54,4.52
8.67,2484,1.5,2226,204.0,0.846,0.815,15,2.68,2.72,1.734,4.29,3617.7,0.78,3.14,3.2
9.77,282,0.71,2572,162.3,0.649,0.798,18,3.15,2.81,1.954,3.34,538.3,0.43,3.48,3.2
12.14,2691,0.73,2835,390.8,0.684,0.716,33,3.96,5.4,2.427,3.44,4654.0,0.31,4.91,6.74
18.64,1569,2.38,837,379.5,0.647,0.458,13,2.23,2.71,3.728,2.64,3680.7,0.55,3.0,3.99
8.89,1579,2.25,2437,239.3,0.958,0.641,23,3.81,3.09,1.778,3.56,2236.2,1.29,4.3,3.61
8.9,1689,1.4,2317,22.3,0.606,0.974,27,4.79,5.29,1.78,3.41,2396.5,0.68,5.5,6.07
15.54,1687,2.47,636,154.8,0.978,0.997,31,4.55,2.5,3.108,3.23,3566.2,0.71,5.97,3.45
10.69,759,0.5,2774,146.2,0.946,0.838,36,2.2,3.49,2.138,3.52,1334.1,0.25,2.67,4.21
6.82,259,1.73,819,405.5,0.778,0.537,9,4.98,4.54,1.364,4.61,374.9,1.14,5.38,4.87
10.69,2559,1.73,2363,43.8,0.748,0.461,44,4.1,4.58,2.138,3.46,4239.9,0.79,4.65,5.18
5.39,1111,1.41,1415,402.8,0.622,0.649,8,2.49,5.22,1.079,4.53,1312.9,1.22,2.6,5.32
6.0,152,1.29,1705,334.6,0.411,0.914,23,2.04,4.27,1.2,4.4,242.4,0.99,2.27,4.37
11.47,2555,1.41,2397,366.2,0.477,0.833,35,2.51,4.28,2.294,3.18,4366.1,0.5,3.03,4.92
10.12,2994,1.33,2633,216.1,0.853,0.93,28,4.51,5.04,2.024,3.99,4753.3,0.7,5.08,5.66
18.55,1145,1.96,1425,339.9,0.683,0.769,28,2.06,4.25,3.71,2.1,2594.8,0.5,2.76,6.14
9.16,1153,0.77,2600,304.5,0.49,0.478,22,2.7,4.63,1.832,4.18,1666.8,0.43,2.94,5.27
12.87,2850,0.9,1758,384.5,0.558,0.469,26,4.27,5.64,2.574,3.6,5248.0,0.33,5.12,6.9
13.75,2407,0.86,2482,223.4,0.969,0.429,30,3.76,3.91,2.75,3.51,4548.3,0.24,4.75,5.05
3.22,1328,1.02,932,236.4,0.62,0.74,42,4.35,3.85,1.01,4.9,1378.0,0.97,4.45,3.95
14.28,1594,1.55,1498,321.8,0.945,0.546,6,4.24,2.51,2.856,3.42,3084.4,0.47,5.31,3.07
6.03,2923,0.72,2647,54.0,0.583,0.841,44,2.15,4.65,1.205,4.45,3306.6,0.52,2.25,4.94
19.34,1589,2.24,1489,218.1,0.726,0.812,3,4.68,2.6,3.868,2.07,3843.7,0.54,6.68,3.66
5.53,1135,1.09,1098,486.0,0.412,0.591,13,2.68,4.26,1.105,4.48,1298.0,0.91,2.78,4.41
10.05,2050,0.83,2950,18.8,0.713,0.506,41,3.66,5.31,2.01,3.97,3227.3,0.32,4.3,6.04
4.45,949,1.85,895,158.0,0.782,0.461,41,3.93,4.42,1.01,4.49,1098.7,1.8,4.03,4.52
19.95,453,0.58,914,157.1,0.541,0.842,9,2.51,3.44,3.989,2.55,1206.3,0.2,3.46,5.11
11.54,1198,1.74,1438,316.7,0.747,0.67,43,4.93,5.25,2.307,2.87,2072.7,0.72,5.72,6.14
13.12,1839,1.9,2136,52.9,0.788,0.594,33,3.46,3.44,2.624,2.87,3492.1,0.64,4.28,4.47
4.14,1564,0.93,1040,314.3,0.812,0.914,25,2.17,5.07,1.01,4.56,1614.0,0.88,2.27,5.17
15.75,1090,0.58,2149,47.5,0.866,0.756,22,4.81,4.64,3.15,3.18,2228.9,0.2,6.46,6.14
6.57,1364,1.23,2445,47.5,0.587,0.711,8,3.76,3.09,1.314,4.45,1614.1,0.96,3.86,3.41
18.27,1984,0.7,583,364.1,0.741,0.846,36,4.1,5.67,3.653,3.02,4541.3,0.2,5.9,8.1
6.49,1909,0.73,770,162.1,0.989,0.889,7,3.58,3.2,1.297,4.58,2296.6,0.64,3.73,3.3
6.24,2441,1.01,2791,488.7,0.939,0.812,13,4.5,5.96,1.248,4.9,2885.8,0.88,4.65,6.06
3.62,2356,1.09,887,18.7,0.972,0.664,6,2.1,2.53,1.01,4.9,2457.9,1.04,2.21,2.63
11.03,1211,1.56,713,222.6,0.632,0.628,6,2.81,3.42,2.205,3.51,1939.5,0.72,3.4,3.86
12.6,917,1.86,558,56.6,0.872,0.863,8,3.41,3.2,2.52,3.23,1595.0,0.68,4.23,3.92
4.12,1899,1.69,2125,175.7,0.772,0.711,2,2.23,2.55,1.01,4.9,1967.4,1.64,2.41,2.67
16.18,2060,0.8,1342,499.1,0.45,0.823,13,4.12,5.06,3.237,3.13,4280.5,0.2,5.47,6.79
10.71,2537,0.84,2027,444.4,0.894,0.934,16,3.18,4.93,2.141,3.56,4159.5,0.38,3.85,5.65
11.91,2472,2.26,2229,24.2,0.806,0.95,43,2.82,5.27,2.383,3.54,4313.9,0.95,3.35,6.36
10.49,988,1.62,622,281.6,0.519,0.567,21,2.01,3.4,2.099,3.74,1637.4,0.77,2.48,4.13
9.81,1955,2.24,1936,323.9,0.448,0.513,45,4.16,4.06,1.963,3.26,2990.1,1.12,4.66,4.69
12.51,1280,1.24,1662,104.8,0.902,0.557,25,4.5,4.81,2.503,3.31,2349.0,0.39,5.43,5.98
5.64,767,1.73,2986,72.6,0.447,0.851,27,3.19,4.04,1.128,4.41,942.8,1.49,3.32,4.14
6.09,732,1.55,1061,452.2,0.455,0.622,44,3.69,4.94,1.219,4.61,977.9,1.19,3.79,5.04
17.65,2724,1.14,2665,484.4,0.656,0.504,13,2.68,4.72,3.53,2.84,6109.7,0.25,3.59,6.41
19.08,1742,1.44,2237,495.9,0.481,0.459,8,3.87,2.9,3.817,3.06,4085.1,0.35,5.42,4.14
9.35,236,1.5,1404,394.9,0.948,0.596,25,2.04,5.23,1.869,3.19,337.6,0.73,2.37,5.83
7.6,2046,0.9,894,331.8,0.682,0.482,1,3.47,5.02,1.521,3.65,2744.9,0.58,3.89,5.43
13.95,1797,1.13,2226,172.9,0.741,0.494,10,3.93,4.8,2.79,2.57,3549.6,0.35,5.06,6.17
9.95,527,2.08,2216,85.7,0.957,0.81,16,4.75,3.04,1.99,3.44,802.5,0.93,5.59,3.59
3.43,1575,2.33,1434,39.5,0.718,0.412,33,3.14,3.44,1.01,4.9,1625.0,2.23,3.24,3.54
5.65,2759,1.22,1601,346.6,0.612,0.471,18,4.3,3.88,1.131,4.9,2959.3,1.14,4.4,4.05
15.17,918,1.11,1935,392.4,0.878,0.907,38,3.79,3.48,3.034,3.11,1934.4,0.23,4.79,4.61
14.2,2288,0.89,574,413.2,0.666,0.907,17,4.78,3.3,2.84,3.36,4424.8,0.2,6.12,4.01
3.46,1206,1.86,794,456.9,0.591,0.598,12,3.2,5.32,1.01,4.8,1256.0,1.81,3.3,5.42
6.77,2324,1.15,520,440.0,0.834,0.453,4,2.96,4.73,1.355,3.88,2934.6,0.92,3.06,5.04
6.93,297,2.48,1538,499.9,0.881,0.823,22,4.66,4.48,1.386,3.81,425.7,1.77,4.92,4.69
14.42,2771,1.15,1734,122.0,0.875,0.616,23,2.15,3.29,2.884,3.3,5388.7,0.26,2.82,4.08
3.34,2095,1.29,1059,381.7,0.987,0.427,28,2.41,5.71,1.01,4.9,2145.0,1.22,2.51,5.81
4.77,2838,1.71,1609,293.2,0.872,0.495,7,2.25,3.17,1.01,4.9,2888.0,1.66,2.37,3.27
16.6,2548,2.1,1672,130.6,0.862,0.482,25,4.53,5.28,3.32,2.58,5434.8,0.62,6.2,7.3
6.04,570,1.44,871,491.0,0.914,0.753,14,2.03,5.88,1.207,4.43,658.5,1.18,2.19,6.16
14.1,2365,1.35,2527,448.9,0.4,0.939,0,4.58,5.04,2.819,3.44,4579.9,0.38,6.03,6.43
7.05,2048,2.49,1317,64.3,0.617,0.876,27,3.35,5.98,1.41,3.77,2643.1,1.61,3.48,6.52
4.69,1028,0.52,1674,13.1,0.843,0.728,45,2.01,4.78,1.01,4.9,1119.3,0.42,2.11,4.88
7.13,2110,2.29,1664,344.2,0.76,0.653,13,3.2,3.26,1.427,4.0,2643.7,1.57,3.55,3.56
15.28,2779,0.8,1592,302.1,0.507,0.771,41,2.56,3.21,3.056,2.4,5641.5,0.2,3.38,4.12
17.55,1005,2.07,1783,467.9,0.582,0.666,33,3.87,3.64,3.509,2.91,2320.6,0.62,5.45,5.04
17.11,2322,1.74,2511,117.0,0.602,0.548,30,4.04,2.52,3.423,2.53,4973.7,0.39,5.47,3.3
9.75,122,1.18,1345,42.2,0.741,0.808,5,3.46,4.89,1.95,3.8,172.0,0.61,3.99,5.54
14.36,334,2.25,2491,129.6,0.899,0.924,4,2.12,3.44,2.871,3.16,707.0,0.64,2.54,4.22
6.48,1224,0.53,1020,9.5,0.959,0.624,30,3.97,5.35,1.297,4.43,1517.8,0.4,4.34,5.48
7.98,1028,0.95,870,17.9,0.85,0.905,36,4.53,3.76,1.597,4.23,1369.5,0.49,5.05,3.92
18.24,622,1.63,1942,457.4,0.906,0.659,14,4.16,4.18,3.648,2.7,1495.5,0.45,5.96,5.79
3.22,1908,1.2,600,176.0,0.682,0.641,14,4.49,5.88,1.01,4.76,1999.2,1.15,4.59,6.03
4.45,530,1.72,1160,205.4,0.634,0.417,42,2.6,3.35,1.01,4.9,668.0,1.62,2.7,3.45
6.53,892,0.55,2181,9.2,0.636,0.817,4,4.67,5.02,1.307,4.46,1038.2,0.48,4.77,5.39
3.45,1729,0.73,742,135.3,0.77,0.885,27,2.97,5.14,1.01,4.49,1840.1,0.68,3.12,5.24
6.08,1836,0.75,1011,402.4,0.475,0.798,32,2.04,3.27,1.217,4.9,2042.4,0.69,2.14,3.38
12.91,632,0.88,2773,307.7,0.748,0.491,10,4.53,4.25,2.582,3.16,1206.5,0.39,5.51,5.16
10.16,1846,1.42,2041,376.9,0.799,0.462,42,4.83,3.73,2.033,3.88,2936.4,0.73,5.6,4.47
18.18,1775,2.0,2761,223.6,0.663,0.744,5,3.97,5.2,3.635,3.01,4004.3,0.4,5.5,7.08
16.9,1416,2.31,2614,154.9,0.972,0.641,22,2.69,4.68,3.379,2.66,3149.9,0.53,3.72,6.42
8.81,2957,2.17,895,241.4,0.765,0.657,39,2.76,4.17,1.762,3.77,4164.3,1.26,3.06,4.69
7.41,1012,0.89,1111,161.5,0.532,0.981,1,3.4,5.23,1.482,4.02,1348.1,0.58,3.72,5.58
9.45,1224,1.38,1760,419.5,0.688,0.834,14,4.69,3.32,1.891,3.59,1816.1,0.63,5.46,3.66
13.04,1625,0.9,2357,148.8,0.805,0.647,22,2.45,5.14,2.607,3.49,3056.3,0.37,2.92,6.35
7.56,1427,1.03,1269,329.9,0.594,0.411,21,4.48,5.53,1.511,4.36,1805.9,0.61,4.75,6.1
13.61,2687,1.51,1922,68.5,0.448,0.42,8,2.87,5.58,2.722,2.66,5140.7,0.55,3.59,7.15
