Measured_PPV_mm_per_s,Distance_from_Dam_m,Charge_Factor,Total_Explosive_Quantity_kg,SDI,BVII,RDI,Slope_deg,Burden_m,Spacing_m,Dam_State,Dam_State_ID
2.8107,4585,0.486,894,403.8589,0.507,0.2852,23,3.3676,4.6375,Damaged,1
12.9406,2819,1.1514,1793,442.957,0.5722,0.554,5,4.768,5.8304,Failed,2
14.1971,1984,1.3336,2298,408.0395,0.9323,0.0016,24,4.8105,4.1074,Failed,2
5.6623,4238,1.1299,496,9.4727,0.8582,0.2832,0,4.5065,5.3679,Failed,2
4.1341,4449,1.4212,1284,367.959,0.1706,0.8814,24,2.7148,6.0067,Failed,2
9.6956,3301,1.5688,1400,104.1998,0.4368,0.5936,0,2.8652,3.3652,Failed,2
6.1901,2810,0.2228,276,66.464,0.464,0.6079,31,5.4863,5.7288,Failed,2
0.4783,2053,1.2674,97,319.2444,0.7891,0.4034,41,2.3618,5.5296,Intact,0
2.4267,4837,2.416,1512,159.8716,0.6029,0.6765,41,2.6323,3.9277,Damaged,1
10.768,3950,1.3938,1880,28.5586,0.6542,0.1899,2,2.4551,6.4581,Failed,2
9.918,789,1.7583,236,68.8149,0.9982,0.8187,18,3.1468,3.5503,Failed,2
0.5037,2050,0.9173,2442,0.4647,0.075,0.1167,42,2.7356,3.5192,Intact,0
3.4074,556,1.9802,2321,451.6118,0.223,0.656,28,3.7419,5.589,Failed,2
3.543,2230,1.9777,1982,12.309,0.4079,0.3411,1,3.6661,4.2386,Damaged,1
10.1112,4076,1.399,898,104.7279,0.3478,0.7475,8,5.1553,3.8232,Failed,2
0.3937,4344,2.4448,2082,208.1314,0.0216,0.5498,16,2.1216,3.2147,Intact,0
1.6512,1279,0.4888,1302,178.2857,0.0918,0.4524,45,3.1196,5.5613,Damaged,1
12.0187,4385,0.239,1463,455.8629,0.681,0.1694,35,4.0883,5.6453,Failed,2
2.7603,3665,1.9714,1028,20.1445,0.8793,0.6368,16,4.1168,4.7663,Damaged,1
9.8259,982,2.0565,1662,256.1074,0.5142,0.9748,11,3.6804,6.3293,Failed,2
3.6489,499,0.4765,1066,340.2397,0.5392,0.8256,19,4.8548,3.7727,Failed,2
1.5817,708,0.8108,2285,465.849,0.2551,0.06,2,2.2195,3.3785,Damaged,1
3.7233,1738,0.2404,1931,310.1856,0.7679,0.3762,42,4.8542,5.2099,Failed,2
10.8618,2248,0.8746,319,401.8776,0.7518,0.9256,3,3.7316,5.5336,Failed,2
12.8499,1482,1.9782,1680,41.8625,0.5884,0.503,16,2.4682,3.3996,Failed,2
12.4703,1503,1.3913,359,192.9698,0.2127,0.6621,36,5.1,2.8064,Failed,2
6.018,919,1.0006,2093,186.9736,0.097,0.9126,45,4.2723,5.7421,Failed,2
10.0545,3392,1.055,1624,443.1441,0.0642,0.8738,41,2.5724,6.406,Failed,2
3.1543,919,0.2031,1145,75.6856,0.5927,0.5018,14,2.1178,5.0787,Failed,2
4.4679,519,0.8895,1745,75.9431,0.825,0.4376,32,2.4939,3.6115,Failed,2
13.4554,4319,1.6869,1495,164.2791,0.8583,0.3397,15,4.1308,6.4867,Failed,2
0.2937,4617,2.4406,2217,27.233,0.4636,0.719,10,2.6275,6.0731,Intact,0
1.3741,3402,2.1482,269,91.229,0.7843,0.287,19,2.7902,4.5535,Damaged,1
3.1975,1608,0.2543,102,482.6048,0.9469,0.2499,37,2.088,5.8013,Failed,2
0.4953,867,2.2667,1807,214.092,0.2752,0.3562,23,4.5303,5.7633,Intact,0
2.8034,2144,2.0014,1524,316.0096,0.398,0.1772,15,4.8363,6.2392,Damaged,1
8.7873,2239,1.9949,1716,363.0556,0.9315,0.6951,29,4.789,5.8637,Failed,2
6.3792,3129,1.2534,1310,183.4807,0.3382,0.6162,33,2.4465,5.0747,Failed,2
13.4008,1649,1.1154,769,73.6135,0.9139,0.4829,0,5.1616,4.9372,Failed,2
12.2799,1864,0.8967,455,103.2905,0.981,0.3903,23,4.353,4.3694,Failed,2
5.1931,2745,0.3511,2344,156.6332,0.6618,0.9091,23,5.1414,5.0059,Failed,2
3.9654,3816,0.7249,121,318.0342,0.8169,0.0291,8,3.5651,5.6809,Failed,2
5.7574,4705,0.7672,1903,199.1403,0.7495,0.7691,21,3.5293,6.3762,Failed,2
8.8954,4581,1.3134,2282,3.4073,0.6995,0.9019,11,4.7459,4.3691,Failed,2
4.0941,2393,1.9191,2103,261.7036,0.3069,0.4464,16,2.3265,4.7946,Failed,2
9.3998,4937,1.2898,1279,460.7567,0.0571,0.5507,24,3.8231,4.2792,Failed,2
6.2002,2808,0.333,1617,406.0388,0.3431,0.9445,27,4.9273,5.174,Failed,2
8.3255,1000,2.4029,436,412.6057,0.6669,0.2123,14,4.9057,5.0197,Failed,2
6.5983,3184,2.3683,1841,397.529,0.1025,0.5201,29,5.3465,2.5713,Failed,2
4.4875,2109,2.0059,748,161.8654,0.0119,0.4747,26,4.444,4.6646,Damaged,1
14.232,341,2.4801,1250,382.5969,0.1397,0.2584,21,2.7272,2.8539,Failed,2
11.4777,2485,1.4523,876,71.5807,0.7157,0.8186,9,2.071,2.6055,Failed,2
2.1877,4368,2.4144,1872,328.8581,0.9728,0.8996,30,3.678,5.6648,Damaged,1
13.0402,771,0.3739,398,320.7843,0.9831,0.7819,26,3.798,3.5346,Failed,2
7.3627,263,1.0411,1328,12.7849,0.494,0.1954,11,2.8409,3.8626,Failed,2
13.4288,564,0.7184,357,393.9851,0.8694,0.0867,45,2.4364,2.7563,Failed,2
12.0178,3142,0.6504,1200,451.6241,0.7368,0.6054,30,4.0517,3.218,Failed,2
6.4357,4692,0.5238,2010,133.7076,0.501,0.0571,31,4.6749,5.5624,Failed,2
0.4348,4895,1.6316,2384,406.1954,0.5728,0.6728,31,5.476,4.4741,Intact,0
4.1033,2542,1.997,815,41.203,0.1372,0.5304,40,4.6541,6.0227,Damaged,1
8.1703,4898,1.5301,774,299.9839,0.9377,0.6628,44,4.7777,4.089,Failed,2
9.5388,2455,0.538,1669,242.8234,0.3519,0.5902,34,4.1576,3.5748,Failed,2
3.9425,4378,2.0656,432,272.9618,0.4461,0.4227,45,5.4507,3.8904,Failed,2
2.1764,4824,1.6627,2485,463.1026,0.6717,0.2009,20,4.2398,5.3511,Damaged,1
12.5405,2657,1.0928,574,435.6576,0.3339,0.3057,9,5.0109,4.72,Failed,2
14.7676,645,1.7505,325,392.5418,0.2543,0.5245,15,5.3102,6.1168,Failed,2
7.9328,4819,0.7978,386,136.8492,0.631,0.6519,6,5.2545,4.9087,Failed,2
2.658,3935,0.9939,2023,455.9093,0.025,0.7795,3,3.335,4.4721,Damaged,1
4.1574,693,2.3102,530,48.7538,0.7207,0.7672,26,2.2753,5.643,Failed,2
0.374,4939,0.8682,960,426.6646,0.514,0.9727,24,2.6016,6.2901,Intact,0
13.7231,3904,1.281,2046,164.08,0.6058,0.2858,30,2.2073,3.9234,Failed,2
1.8545,1559,2.2473,1401,26.8862,0.6319,0.0711,10,2.3689,3.4995,Damaged,1
8.6901,3593,1.8278,2083,334.6785,0.5271,0.3457,19,2.6463,4.9649,Failed,2
4.1834,2701,0.3431,1804,115.64,0.5825,0.7433,35,3.1938,4.4955,Failed,2
8.3573,2544,0.5388,158,121.7856,0.6838,0.4381,16,3.9024,6.4567,Failed,2
9.8062,2772,0.218,377,153.0236,0.7531,0.8178,44,4.4909,4.3494,Failed,2
12.4632,4300,1.6511,1849,31.8424,0.7275,0.5493,10,2.7382,2.7973,Failed,2
3.1757,116,1.2296,364,88.5636,0.8696,0.9298,29,4.3538,6.4095,Failed,2
0.2638,3291,0.5088,1184,2.5698,0.1894,0.9479,34,4.4649,5.8743,Intact,0
2.1396,492,2.4032,830,222.7048,0.4011,0.0693,40,3.9552,3.213,Damaged,1
13.5103,524,1.4182,1570,42.1277,0.9478,0.4564,37,5.1627,6.1184,Failed,2
13.121,671,0.7564,205,341.3263,0.3966,0.6097,21,2.3885,3.8627,Failed,2
9.0015,3731,1.3514,1546,117.8114,0.1249,0.2559,42,2.6199,4.0084,Failed,2
9.0477,1220,1.7631,1774,471.7871,0.5254,0.4071,26,3.5003,6.1256,Failed,2
10.009,341,0.3754,936,435.6258,0.1095,0.6777,36,2.4435,4.6205,Failed,2
2.713,3997,0.8318,771,144.7204,0.2029,0.2267,45,3.982,3.0511,Damaged,1
13.7247,4195,2.056,962,391.6077,0.9983,0.602,34,3.3944,3.9762,Failed,2
6.3397,2379,1.2572,920,401.6225,0.5414,0.6974,3,2.9961,5.3884,Failed,2
5.8088,888,1.4571,62,493.2816,0.2841,0.0905,15,2.595,3.1967,Failed,2
7.8319,814,1.1955,547,298.92,0.9948,0.4975,15,3.1737,4.8609,Failed,2
0.7998,4954,0.301,1806,40.9829,0.9666,0.2631,20,4.1279,5.2811,Intact,0
2.5776,2949,0.5812,2335,323.4186,0.4407,0.7244,25,4.0152,3.8754,Damaged,1
11.0967,875,1.2247,1167,312.4899,0.2604,0.1896,35,2.5727,5.2755,Failed,2
1.3337,4126,0.6811,1244,319.1753,0.8384,0.8922,18,2.4372,6.0368,Damaged,1
9.087,2347,0.315,2054,153.5728,0.7156,0.4309,16,2.0934,4.3885,Failed,2
3.7557,178,2.1404,1697,429.8398,0.6869,0.198,44,2.0435,4.0316,Failed,2
5.9005,4026,2.4567,1640,479.7361,0.8931,0.438,25,5.0793,3.5046,Failed,2
4.4015,955,2.0242,1540,108.8563,0.6894,0.4087,21,2.1578,4.9168,Failed,2
5.3995,2248,2.1637,192,44.0761,0.2838,0.4289,27,4.5593,6.0194,Failed,2
10.8138,1131,0.7565,1274,97.2675,0.6939,0.5856,0,5.0519,3.7986,Failed,2
4.5271,3371,2.4094,614,410.2761,0.3058,0.5212,43,2.3432,4.0849,Failed,2
8.5394,3676,0.6529,2481,338.3223,0.7592,0.1498,35,3.5271,4.1265,Failed,2
7.1932,4282,2.3883,1765,318.0237,0.6197,0.0656,42,5.3681,4.7432,Failed,2
9.9887,3556,2.4881,466,200.8966,0.0774,0.7294,36,4.9195,3.4136,Failed,2
14.0588,3606,1.837,1898,288.914,0.5128,0.5597,1,3.714,5.7888,Failed,2
11.0153,507,2.4566,2405,153.9371,0.3433,0.359,16,4.669,3.6824,Failed,2
3.3026,2811,1.5099,1767,238.6,0.3286,0.8084,39,4.9168,5.3215,Damaged,1
0.5646,3188,0.7969,1440,396.5315,0.6023,0.3881,37,3.2181,4.5529,Intact,0
4.0077,1768,1.2051,1117,490.6208,0.3223,0.796,20,5.1225,4.8436,Failed,2
8.9667,247,1.5652,1916,466.2445,0.7769,0.3058,8,3.6467,3.2184,Failed,2
0.8662,4427,0.3681,1171,466.933,0.0708,0.0728,12,3.8473,5.4401,Intact,0
7.4959,3997,1.6314,1338,201.1119,0.6604,0.9326,10,5.499,3.2545,Failed,2
8.993,2050,2.4567,1856,234.3949,0.8092,0.3946,15,4.9516,2.9539,Failed,2
5.0802,465,0.6372,2237,352.8177,0.6728,0.7927,15,3.2662,4.6867,Failed,2
11.5866,1774,2.023,1554,461.096,0.4972,0.2791,1,2.0362,5.3372,Failed,2
1.6883,4631,2.2882,1066,70.9971,0.9503,0.6464,41,4.1916,2.7001,Damaged,1
1.2196,4594,2.3705,1002,152.1209,0.2999,0.8733,43,4.4637,2.7776,Intact,0
10.95,2646,2.4083,121,69.6234,0.0192,0.0416,7,4.2778,5.7107,Failed,2
7.4828,662,1.3994,1740,306.0043,0.432,0.8306,42,5.3875,5.7361,Failed,2
10.3572,3662,2.4478,1341,153.1505,0.033,0.5713,41,5.0204,3.4812,Failed,2
6.5789,2589,1.9418,1394,163.0539,0.9539,0.6075,12,3.5709,4.9609,Failed,2
3.7714,872,0.5718,2204,35.458,0.2099,0.5232,16,2.22,4.2727,Failed,2
12.3046,2137,1.2969,932,174.898,0.7889,0.8745,38,3.6662,5.0308,Failed,2
12.0113,3523,1.8522,188,431.2483,0.7746,0.0434,23,4.4124,5.9515,Failed,2
10.451,2667,0.7689,2370,116.5364,0.2177,0.261,2,4.127,2.8194,Failed,2
4.155,1673,1.6734,1554,347.5937,0.6212,0.8758,29,3.8835,5.6119,Failed,2
8.8944,3794,1.7332,782,314.8142,0.0481,0.7523,12,3.6409,4.4721,Failed,2
5.4785,3391,0.5742,1798,431.7423,0.4836,0.0176,18,3.0282,4.7565,Failed,2
1.4646,1346,1.4997,473,66.144,0.0146,0.517,6,2.9707,5.1157,Intact,0
13.768,3819,1.9747,1641,488.795,0.9211,0.5296,8,3.7508,6.1905,Failed,2
2.1386,3939,1.3475,439,291.3143,0.9761,0.4009,18,2.5621,2.7269,Damaged,1
14.2585,459,0.2278,391,497.7371,0.2223,0.2974,44,3.1924,2.6179,Failed,2
6.7455,2476,0.2208,995,455.7574,0.2081,0.6817,39,3.1339,3.213,Failed,2
